time,close,volume,open,high,low
2024-08-27 00:00:00,2683.0801154902983,11486270160.014797,2683.0801154902983,2709.9109166452013,2656.2493143353954
2024-08-28 00:00:00,2457.2773517547434,17505948780.2572,2683.0801154902983,2481.850125272291,2432.704578237196
2024-08-29 00:00:00,2527.0269814017706,21234602056.030586,2457.2773517547434,2552.2972512157885,2501.7567115877528
2024-08-30 00:00:00,2526.7383553003406,13272715023.256615,2527.0269814017706,2552.005738853344,2501.470971747337
2024-08-31 00:00:00,2527.690204915795,15607580785.925383,2526.7383553003406,2552.967106964953,2502.4133028666374
2024-09-01 00:00:00,2513.3643501004462,6105765553.728281,2527.690204915795,2538.4979936014506,2488.230706599442
2024-09-02 00:00:00,2430.0202661439344,11229587557.968822,2513.3643501004462,2454.320468805374,2405.720063482495
2024-09-03 00:00:00,2534.9048168403706,12130504179.053215,2430.0202661439344,2560.2538650087745,2509.5557686719667
2024-09-04 00:00:00,2437.1471557556497,9565142020.243557,2534.9048168403706,2461.5186273132063,2412.775684198093
2024-09-05 00:00:00,2448.30785784089,16639700582.521397,2437.1471557556497,2472.7909364192988,2423.824779262481
2024-09-06 00:00:00,2367.7700509506026,11060190870.627691,2448.30785784089,2391.4477514601085,2344.0923504410966
2024-09-07 00:00:00,2223.780428382685,26087934661.284035,2367.7700509506026,2246.0182326665117,2201.542624098858
2024-09-08 00:00:00,2272.6972849951912,10405191111.340616,2223.780428382685,2295.424257845143,2249.9703121452394
2024-09-09 00:00:00,2296.4029520764498,9844980386.825493,2272.6972849951912,2319.3669815972144,2273.438922555685
2024-09-10 00:00:00,2359.565766831627,15874675673.552357,2296.4029520764498,2383.161424499943,2335.970109163311
2024-09-11 00:00:00,2389.4740111256497,12508388687.122387,2359.565766831627,2413.368751236906,2365.5792710143933
2024-09-12 00:00:00,2342.9639236941434,14692963988.99108,2389.4740111256497,2366.393562931085,2319.534284457202
2024-09-13 00:00:00,2362.300238174588,11610780893.077023,2342.9639236941434,2385.923240556334,2338.6772357928417
2024-09-14 00:00:00,2445.08621032297,13122792869.978857,2362.300238174588,2469.5370724261998,2420.6353482197405
2024-09-15 00:00:00,2418.0828083179904,7248493705.268602,2445.08621032297,2442.2636364011705,2393.9019802348103
2024-09-16 00:00:00,2322.6433317480564,9361948332.945747,2418.0828083179904,2345.869765065537,2299.4168984305757
2024-09-17 00:00:00,2295.1348386540835,16629103878.54157,2322.6433317480564,2318.0861870406243,2272.1834902675428
2024-09-18 00:00:00,2341.0924132597524,14449511265.93516,2295.1348386540835,2364.50333739235,2317.6814891271547
2024-09-19 00:00:00,2361.960992100706,17524561761.811428,2341.0924132597524,2385.580602021713,2338.341382179699
2024-09-20 00:00:00,2465.2347833172967,17820089225.37694,2361.960992100706,2489.8871311504695,2440.582435484124
2024-09-21 00:00:00,2557.6218555442515,18498405459.395584,2465.2347833172967,2583.198074099694,2532.045636988809
2024-09-22 00:00:00,2614.599604753501,9276102854.536339,2557.6218555442515,2640.745600801036,2588.453608705966
2024-09-23 00:00:00,2582.847683741262,12759588941.97967,2614.599604753501,2608.6761605786746,2557.019206903849
2024-09-24 00:00:00,2647.9931622033255,19740370943.835594,2582.847683741262,2674.473093825359,2621.513230581292
2024-09-25 00:00:00,2653.844345308008,16584773336.25631,2647.9931622033255,2680.3827887610882,2627.305901854928
2024-09-26 00:00:00,2578.566359563475,14003678832.756735,2653.844345308008,2604.3520231591096,2552.7806959678405
2024-09-27 00:00:00,2630.94983700893,16686162392.966532,2578.566359563475,2657.2593353790194,2604.6403386388406
2024-09-28 00:00:00,2698.1928212346033,16468123574.12263,2630.94983700893,2725.1747494469496,2671.210893022257
2024-09-29 00:00:00,2680.218702062471,9607072594.439383,2698.1928212346033,2707.020889083096,2653.416515041846
2024-09-30 00:00:00,2659.611211611689,9570811494.068226,2680.218702062471,2686.207323727806,2633.0150994955725
2024-10-01 00:00:00,2597.3411516834435,17539259209.42195,2659.611211611689,2623.314563200278,2571.367740166609
2024-10-02 00:00:00,2451.631522589772,26538568534.282005,2597.3411516834435,2476.14783781567,2427.115207363874
2024-10-03 00:00:00,2365.231040243019,20613586399.40693,2451.631522589772,2388.8833506454494,2341.5787298405885
2024-10-04 00:00:00,2348.0048369247393,18771995105.191242,2365.231040243019,2371.4848852939867,2324.524788555492
2024-10-05 00:00:00,2416.9184055552637,15230883994.399237,2348.0048369247393,2441.0875896108164,2392.749221499711
2024-10-06 00:00:00,2415.4038137445546,7362867897.959902,2416.9184055552637,2439.5578518820003,2391.249775607109
2024-10-07 00:00:00,2438.030912544012,7641011283.520121,2415.4038137445546,2462.4112216694525,2413.650603418572
2024-10-08 00:00:00,2422.7506412955013,16943828822.371426,2438.030912544012,2446.978147708456,2398.5231348825464
2024-10-09 00:00:00,2441.4651696200294,13601054198.545612,2422.7506412955013,2465.87982131623,2417.050517923829
2024-10-10 00:00:00,2367.615096789395,14384326799.317202,2441.4651696200294,2391.291247757289,2343.938945821501
2024-10-11 00:00:00,2381.7817088014776,14686776834.298496,2367.615096789395,2405.5995258894923,2357.963891713463
2024-10-12 00:00:00,2435.7137843692162,13097241431.234644,2381.7817088014776,2460.0709222129085,2411.356646525524
2024-10-13 00:00:00,2477.6130275578225,8538997411.470292,2435.7137843692162,2502.389157833401,2452.836897282244
2024-10-14 00:00:00,2466.8607267086663,7516544091.44527,2477.6130275578225,2491.529333975753,2442.1921194415795
2024-10-15 00:00:00,2628.504376157751,21502937840.286705,2466.8607267086663,2654.7894199193283,2602.2193323961733
2024-10-16 00:00:00,2602.0760435960988,21986428173.14599,2628.504376157751,2628.09680403206,2576.0552831601376
2024-10-17 00:00:00,2611.700159182395,16135687550.25065,2602.0760435960988,2637.8171607742192,2585.583157590571
2024-10-18 00:00:00,2603.1202923346113,14330391810.475258,2611.700159182395,2629.1514952579573,2577.0890894112654
2024-10-19 00:00:00,2643.156520987104,16301885114.203026,2603.1202923346113,2669.5880861969754,2616.724955777233
2024-10-20 00:00:00,2649.979289580214,7337169826.464913,2643.156520987104,2676.479082476016,2623.4794966844115
2024-10-21 00:00:00,2742.9591411600395,12697856633.571321,2649.979289580214,2770.38873257164,2715.529549748439
2024-10-22 00:00:00,2665.731938974013,17340865615.868176,2742.9591411600395,2692.389258363753,2639.0746195842726
2024-10-23 00:00:00,2619.5653130506435,15418370745.51069,2665.731938974013,2645.76096618115,2593.369659920137
2024-10-24 00:00:00,2524.1038563091197,19004341635.326817,2619.5653130506435,2549.3448948722107,2498.8628177460287
2024-10-25 00:00:00,2536.234041319884,16708110976.636312,2524.1038563091197,2561.596381733083,2510.871700906685
2024-10-26 00:00:00,2422.09328922875,23734197478.807434,2536.234041319884,2446.314222121038,2397.8723563364624
2024-10-27 00:00:00,2479.3736032443317,13434262241.34632,2422.09328922875,2504.167339276775,2454.5798672118885
2024-10-28 00:00:00,2505.502947138879,8656317174.654642,2479.3736032443317,2530.557976610268,2480.44791766749
2024-10-29 00:00:00,2564.8138556782997,19560694034.693996,2505.502947138879,2590.461994235083,2539.1657171215165
2024-10-30 00:00:00,2638.637351278122,22541317733.245987,2564.8138556782997,2665.023724790903,2612.250977765341
2024-10-31 00:00:00,2657.6141818494384,22790792400.863556,2638.637351278122,2684.1903236679327,2631.038040030944
2024-11-01 00:00:00,2514.750787241073,20097565241.562813,2657.6141818494384,2539.8982951134835,2489.6032793686622
2024-11-02 00:00:00,2513.8372870612066,20396109310.40712,2514.750787241073,2538.9756599318184,2488.6989141905947
2024-11-03 00:00:00,2491.352150058657,8253307127.229915,2513.8372870612066,2516.265671559244,2466.4386285580704
2024-11-04 00:00:00,2456.979687344711,14546539750.496363,2491.352150058657,2481.549484218158,2432.4098904712637
2024-11-05 00:00:00,2395.9472139132804,17316680977.698635,2456.979687344711,2419.906686052413,2371.9877417741477
2024-11-06 00:00:00,2422.368479855642,18024855703.904736,2395.9472139132804,2446.5921646541983,2398.1447950570855
2024-11-07 00:00:00,2720.6217450068793,42388106411.06861,2422.368479855642,2747.827962456948,2693.4155275568105
2024-11-08 00:00:00,2894.9718733838376,36844374455.9351,2720.6217450068793,2923.921592117676,2866.0221546499993
2024-11-09 00:00:00,2960.9593369382137,33688997426.40259,2894.9718733838376,2990.568930307596,2931.3497435688314
2024-11-10 00:00:00,3130.035524073996,30583711140.36284,2960.9593369382137,3161.335879314736,3098.735168833256
2024-11-11 00:00:00,3191.9044555518153,47726595161.32535,3130.035524073996,3223.8235001073335,3159.985410996297
2024-11-12 00:00:00,3372.7914863430115,62390436438.24982,3191.9044555518153,3406.5194012064417,3339.0635714795812
2024-11-13 00:00:00,3260.934386131155,60074013245.45247,3372.7914863430115,3293.5437299924665,3228.3250422698434
2024-11-14 00:00:00,3191.8991843987947,65592582441.25777,3260.934386131155,3223.8181762427826,3159.9801925548068
2024-11-15 00:00:00,3059.812296932496,37531565153.535194,3191.8991843987947,3090.4104199018207,3029.214173963171
2024-11-16 00:00:00,3093.913043390382,33076552515.401417,3059.812296932496,3124.8521738242857,3062.973912956478
2024-11-17 00:00:00,3133.8802234191417,26503107468.25979,3093.913043390382,3165.219025653333,3102.54142118495
2024-11-18 00:00:00,3075.534532601624,28547657381.28478,3133.8802234191417,3106.28987792764,3044.779187275608
2024-11-19 00:00:00,3209.4239073326826,35364731417.99857,3075.534532601624,3241.5181464060092,3177.329668259356
2024-11-20 00:00:00,3112.9098010150224,29767245881.040333,3209.4239073326826,3144.0388990251727,3081.780703004872
2024-11-21 00:00:00,3075.193856649331,29508936260.346874,3112.9098010150224,3105.945795215824,3044.4419180828377
2024-11-22 00:00:00,3365.9369715466096,55714132904.97961,3075.193856649331,3399.596341262076,3332.2776018311433
2024-11-23 00:00:00,3327.7571951719624,36536922518.79305,3365.9369715466096,3361.034767123682,3294.479623220243
2024-11-24 00:00:00,3394.036961782547,42885423857.47691,3327.7571951719624,3427.977331400373,3360.0965921647216
