time,close,volume,open,high,low
2024-08-27 00:00:00,62922.58634676265,17894692681.091812,62922.58634676265,63551.81221023027,62293.36048329502
2024-08-28 00:00:00,59526.560879590994,38131727427.91789,62922.58634676265,60121.826488386905,58931.29527079508
2024-08-29 00:00:00,59015.29633887944,42018989572.42786,59526.560879590994,59605.449302268236,58425.14337549064
2024-08-30 00:00:00,59351.5794909728,32563333956.986053,59015.29633887944,59945.095285882526,58758.06369606307
2024-08-31 00:00:00,59156.246036463555,44038496614.947586,59351.5794909728,59747.80849682819,58564.68357609892
2024-09-01 00:00:00,58960.23658664587,11399086336.303324,59156.246036463555,59549.83895251233,58370.634220779415
2024-09-02 00:00:00,57357.71617282246,25465621877.97047,58960.23658664587,57931.29333455068,56784.13901109424
2024-09-03 00:00:00,59108.73235863689,28012782290.96625,57357.71617282246,59699.81968222326,58517.64503505052
2024-09-04 00:00:00,57504.538586220435,26829983370.35861,59108.73235863689,58079.58397208264,56929.49320035823
2024-09-05 00:00:00,57987.84601410068,37550380696.7459,57504.538586220435,58567.72447424169,57407.96755395967
2024-09-06 00:00:00,56132.404732088595,30005773445.693718,57987.84601410068,56693.72877940948,55571.08068476771
2024-09-07 00:00:00,53923.35611071905,50260816556.81667,56132.404732088595,54462.58967182624,53384.12254961186
2024-09-08 00:00:00,54150.9383589072,17048448412.007126,53923.35611071905,54692.447742496275,53609.42897531813
2024-09-09 00:00:00,54792.40755768575,18644823662.23431,54150.9383589072,55340.331633262605,54244.483482108895
2024-09-10 00:00:00,57049.118751143265,35655419448.07046,54792.40755768575,57619.6099386547,56478.62756363183
2024-09-11 00:00:00,57624.16178336144,29676093302.30697,57049.118751143265,58200.40340119505,57047.92016552782
2024-09-12 00:00:00,57381.764445000474,37765652735.2964,57624.16178336144,57955.58208945048,56807.94680055047
2024-09-13 00:00:00,58106.951229815284,34177859933.02337,57381.764445000474,58688.02074211344,57525.88171751713
2024-09-14 00:00:00,60620.62747295754,31919740723.76027,58106.951229815284,61226.83374768712,60014.42119822796
2024-09-15 00:00:00,60003.29940083042,15800120841.166773,60620.62747295754,60603.332394838726,59403.26640682212
2024-09-16 00:00:00,59214.80226801806,17289597542.866756,60003.29940083042,59806.95029069824,58622.65424533788
2024-09-17 00:00:00,58211.123231286256,32196570894.402115,59214.80226801806,58793.23446359912,57629.011998973394
2024-09-18 00:00:00,60317.0319794625,34191170117.78261,58211.123231286256,60920.20229925713,59713.86165966788
2024-09-19 00:00:00,61440.41208494509,40445339415.1129,60317.0319794625,62054.816205794545,60826.00796409564
2024-09-20 00:00:00,62966.52931910512,41959080716.28771,61440.41208494509,63596.19461229617,62336.86402591407
2024-09-21 00:00:00,63128.224540748255,35587830476.533394,62966.52931910512,63759.50678615574,62496.94229534077
2024-09-22 00:00:00,63403.402349259355,12938083115.659332,63128.224540748255,64037.43637275195,62769.36832576676
